WME;WMZ;1;1.1700416956266;1576.7
WME;WMR;1;49.642730380528;165.3
WMR;WME;1;0.01871417347579;135.2
WMR;WMZ;1;0.022920278076783;1576.7
WMU;WMR;1;2.6819580133137;165.3
WMU;WME;1;0.051672258451628;135.2
WMU;WMZ;1;0.062368215965409;1576.7
WMZ;WMR;1;41.325586661108;165.3
WMZ;WME;1;0.79786258081225;135.2
CARDEUR;WMR;1;45.735789473684;165.3
CARDEUR;WMZ;1;1.2109905020353;1576.7
CARDEUR;WMU;1;16.839622641509;559.7
CARDEUR;WME;1;0.94339622641509;135.2
CARDRUB;WMR;1;0.92592592592593;165.3
CARDRUB;WME;1;0.016824188175718;135.2
CARDRUB;WMZ;1;0.021794492235407;1576.7
CARDRUB;WMU;1;0.29656949171845;559.7
CARDUAH;WMU;1;0.95238095238095;559.7
CARDUAH;WMR;1;2.9178703703704;165.3
CARDUAH;WMZ;1;0.069098949695965;1576.7
CARDUAH;WME;1;0.05285132921093;135.2
CARDUSD;WMZ;1;0.9009009009009;1576.7
CARDUSD;WME;1;0.6950928519556;135.2
CARDUSD;WMU;1;12.293577981651;559.7
CARDUSD;WMR;1;37.584495412844;165.3
P24EUR;WMZ;1;1.2907844498438;1576.7
P24EUR;WMR;1;50.230057803468;165.3
P24UAH;WME;1;0.048715138229205;135.2
P24UAH;WMR;1;2.8911009174312;165.3
P24UAH;WMU;1;0.95238095238095;559.7
P24UAH;WMZ;1;0.069098949695965;1576.7
WME;P24EUR;1;0.95693779904306;238
WME;P24UAH;1;16.376146788991;20613.7
WMR;P24EUR;1;0.017595939926898;238
WMR;P24UAH;1;0.30808675353275;20613.7
WMU;P24UAH;1;0.99009900990099;20613.7
WMZ;P24UAH;1;13.073170731707;20613.7
WMZ;P24EUR;1;0.71495264772576;238
